Time_ms,V1
449,1.701
706,1.718
912,1.774
917,1.729
921,1.736
925,1.714
929,1.722
933,1.745
937,1.731
941,1.758
945,1.77
949,1.817
953,1.769
957,1.762
961,1.728
965,1.728
969,1.721
973,1.656
977,1.739
981,1.68
985,1.706
989,1.741
993,1.716
997,1.796
1001,1.794
1005,1.766
1009,1.777
1013,1.707
1016,1.673
1020,1.782
1024,1.791
1028,1.754
1032,1.749
1040,1.747
1045,1.751
1050,1.746
1054,1.747
1057,1.768
1061,1.809
1065,1.758
1069,1.7
1073,1.743
1077,1.783
1081,1.792
1085,1.747
1089,1.72
1092,1.766
1096,1.791
1100,1.835
1103,1.736
1107,1.731
1111,1.73
1115,1.82
1118,1.72
1122,1.754
1126,1.761
1129,1.757
1133,1.71
1137,1.76
1141,1.783
1144,1.785
1148,1.738
1152,1.777
1156,1.747
1165,1.728
1170,1.748
1174,1.74
1178,1.75
1182,1.758
1186,1.814
1190,1.681
1194,1.704
1198,1.746
1202,1.759
1206,1.76
1210,1.684
1214,1.692
1218,1.716
1222,1.75
1226,1.758
1230,1.766
1234,1.707
1238,1.726
1242,1.722
1246,1.672
1250,1.766
1254,1.758
1258,1.812
1262,1.839
1266,1.712
1270,1.721
1275,1.808
1279,1.783
1283,1.78
1287,1.671
1296,1.654
1301,1.73
1305,1.786
1309,1.761
1313,1.766
1317,1.733
1321,1.754
1325,1.775
1329,1.834
1333,1.808
1337,1.638
1341,1.708
1345,1.737
1349,1.687
1353,1.714
1357,1.76
1361,1.778
1365,1.741
1369,1.713
1373,1.755
1377,1.725
1381,1.719
1385,1.79
1389,1.708
1393,1.774
1397,1.814
1401,1.777
1405,1.788
1409,1.701
1413,1.725
1417,1.759
1426,1.739
1431,1.706
1435,1.725
1439,1.705
1443,1.749
1447,1.745
1451,1.816
1455,1.769
1459,1.713
1463,1.708
1467,1.808
1471,1.717
1475,1.726
1480,1.687
1484,1.695
1488,1.824
1492,1.772
1496,1.714
1500,1.761
1504,1.756
1508,1.765
1512,1.716
1516,1.739
1520,1.727
1524,1.742
1528,1.758
1532,1.733
1536,1.76
1541,1.724
1545,1.716
1549,1.734
1558,1.746
1563,1.691
1567,1.708
1571,1.817
1575,1.75
1579,1.69
1583,1.754
1587,1.755
1591,1.724
1594,1.682
1598,1.762
1602,1.799
1606,1.748
1609,1.718
1614,1.745
1617,1.732
1621,1.787
1625,1.768
1629,1.652
1632,1.691
1636,1.74
1640,1.75
1644,1.815
1651,1.713
1655,1.721
1659,1.75
1662,1.826
1666,1.745
1670,1.719
1674,1.687
1680,1.732
1684,1.718
1688,1.737
1691,1.75
1695,1.704
1699,1.733
1703,1.754
1706,1.777
1710,1.79
1714,1.618
1718,1.749
1722,1.739
1726,1.735
1730,1.756
1734,1.745
1738,1.712
1742,1.739
1746,1.761
1750,1.732
1754,1.701
1758,1.744
1762,1.763
1766,1.643
1771,1.735
1775,1.763
1778,1.78
1783,1.687
1787,1.754
1791,1.731
1795,1.723
1799,1.718
1807,1.764
1812,1.762
1816,1.773
1820,1.688
1824,1.733
1828,1.78
1832,1.751
1836,1.716
1840,1.721
1844,1.79
1848,1.737
1852,1.735
1856,1.713
1860,1.754
1864,1.711
1868,1.734
1872,1.79
1877,1.822
1880,1.716
1885,1.689
1889,1.791
1893,1.708
1897,1.696
1901,1.745
1905,1.712
1909,1.762
1913,1.779
1917,1.771
1921,1.74
1925,1.73
1929,1.758
1939,1.774
1944,1.745
1948,1.73
1951,1.809
1955,1.73
1960,1.725
1964,1.794
1967,1.754
1972,1.738
1976,1.743
1980,1.719
1984,1.706
1988,1.73
1992,1.754
1996,1.744
1999,1.725
2004,1.656
2008,1.804
2012,1.729
2016,1.667
2020,1.697
2024,1.782
2028,1.746
2032,1.77
2036,1.729
2040,1.738
2044,1.717
2048,1.849
2052,1.755
2057,1.756
2061,1.731
2070,1.745
2075,1.757
2079,1.676
2083,1.744
2087,1.736
2091,1.736
2095,1.741
2099,1.72
2103,1.75
2107,1.788
2112,1.75
2116,1.813
2119,1.701
2124,1.763
2128,1.763
2132,1.704
2136,1.699
2140,1.795
2144,1.786
2148,1.799
2152,1.733
2156,1.761
2160,1.676
2164,1.794
2167,1.755
2172,1.757
2176,1.729
2179,1.768
2183,1.706
2187,1.743
2191,1.855
2201,1.848
2205,1.675
2209,1.717
2213,1.735
2217,1.754
2220,1.649
2225,1.736
2228,1.765
2232,1.807
2236,1.699
2240,1.7
2243,1.777
2247,1.776
2251,1.717
2254,1.766
2258,1.688
2262,1.733
2265,1.761
2269,1.658
2273,1.726
2277,1.733
2280,1.767
2284,1.769
2288,1.739
2292,1.768
2296,1.721
2300,1.762
2304,1.788
2308,1.746
2312,1.784
2316,1.736
2325,1.774
2329,1.737
2333,1.78
2338,1.714
2341,1.771
2345,1.81
2349,1.658
2353,1.741
2357,1.737
2361,1.769
2365,1.725
2369,1.736
2373,1.741
2377,1.718
2381,1.732
2385,1.816
2389,1.768
2393,1.708
2397,1.744
2401,1.725
2405,1.775
2409,1.725
2413,1.674
2417,1.714
2421,1.755
2425,1.729
2429,1.718
2433,1.775
2437,1.805
2441,1.791
2445,1.66
2454,1.679
2459,1.718
2463,1.692
2467,1.776
2471,1.778
2475,1.736
2479,1.744
2483,1.783
2487,1.761
2491,1.687
2495,1.704
2499,1.787
2503,1.784
2506,1.82
2510,1.743
2514,1.698
2518,1.748
2522,1.78
2526,1.739
2530,1.804
2534,1.741
2538,1.75
2542,1.739
2546,1.782
2550,1.732
2554,1.858
2558,1.783
2562,1.779
2566,1.741
2570,1.763
2574,1.808
2583,1.743
2588,1.736
2592,1.742
2596,1.727
2600,1.741
2604,1.712
2608,1.783
2612,1.756
2616,1.751
2620,1.764
2624,1.712
2628,1.752
2632,1.731
2636,1.746
2640,1.705
2644,1.734
2648,1.733
2652,1.737
2656,1.735
2659,1.739
2663,1.741
2668,1.736
2672,1.703
2675,1.719
2679,1.745
2683,1.744
2687,1.745
2691,1.728
2695,1.755
2699,1.722
2703,1.723
2713,1.747
2717,1.729
2721,1.739
2724,1.804
2728,1.725
2732,1.719
2736,1.683
2739,1.763
2743,1.702
2747,1.788
2750,1.676
2754,1.739
2758,1.701
2761,1.692
2765,1.707
2769,1.783
2773,1.77
2776,1.725
2780,1.75
2784,1.734
2788,1.789
2792,1.72
2795,1.757
2799,1.766
2803,1.712
2807,1.74
2810,1.708
2814,1.745
2818,1.702
2822,1.806
2825,1.72
2834,1.726
2839,1.7
2842,1.774
2846,1.745
2850,1.701
2854,1.815
2858,1.709
2862,1.779
2866,1.711
2870,1.701
2874,1.751
2878,1.714
2882,1.724
2886,1.727
2890,1.775
2894,1.749
2898,1.662
2902,1.725
2906,1.762
2910,1.704
2914,1.721
2918,1.752
2922,1.814
2926,1.824
2930,1.721
2934,1.787
2939,1.725
2943,1.743
2947,1.68
2950,1.677
2955,1.749
2964,1.738
2969,1.743
2973,1.733
2977,1.769
2981,1.724
2985,1.773
2989,1.758
2993,1.71
2997,1.684
3001,1.733
3005,1.795
3009,1.662
3013,1.727
3017,1.797
3021,1.696
3025,1.764
3029,1.726
3033,1.803
3037,1.716
3041,1.816
3045,1.714
3049,1.741
3053,1.78
3057,1.795
3062,1.63
3065,1.679
3069,1.748
3074,1.717
3078,1.771
3082,1.725
3085,1.753
3095,1.74
3100,1.746
3104,1.75
3108,1.682
3112,1.704
3116,1.796
3120,1.77
3124,1.743
3128,1.73
3132,1.77
3136,1.701
3140,1.719
3144,1.766
3148,1.733
3152,1.728
3156,1.773
3160,1.745
3164,1.75
3168,1.762
3172,1.754
3176,1.754
3180,1.714
3184,1.797
3188,1.825
3192,1.704
3197,1.666
3201,1.77
3205,1.711
3209,1.671
3213,1.786
3217,1.743
3227,1.754
3232,1.715
3236,1.71
3240,1.764
3244,1.755
3248,1.732
3252,1.762
3256,1.773
3260,1.79
3265,1.691
3269,1.768
3273,1.787
3277,1.731
3281,1.712
3285,1.788
3289,1.724
3293,1.789
3297,1.711
3301,1.704
3305,1.727
3309,1.768
3313,1.739
3317,1.754
3321,1.755
3325,1.68
3329,1.779
3333,1.736
3337,1.73
3341,1.745
3345,1.699
3349,1.757
3370,1.731
3418,1.783
3422,1.704
3426,1.754
3429,1.765
3433,1.742
3437,1.788
3441,1.728
3445,1.737
3449,1.697
3453,1.816
3456,1.741
3460,1.698
3464,1.821
3468,1.714
3472,1.775
3476,1.753
3480,1.772
3484,1.678
3488,1.754
3492,1.752
3496,1.729
3500,1.763
3504,1.721
3509,1.712
3513,1.724
3517,1.769
3521,1.732
3525,1.752
3529,1.722
3533,1.765
3537,1.766
3548,1.796
3552,1.674
3556,1.737
3560,1.746
3564,1.743
3568,1.705
3572,1.763
3577,1.743
3581,1.752
3585,1.738
3589,1.734
3593,1.747
3597,1.756
3601,1.795
3605,1.811
3609,1.675
3613,1.737
3617,1.752
3621,1.765
3625,1.689
3629,1.699
3633,1.741
3637,1.786
3641,1.754
3645,1.768
3649,1.765
3653,1.745
3657,1.704
3661,1.75
3665,1.769
3669,1.801
3679,1.761
3683,1.721
3687,1.695
3691,1.737
3695,1.703
3699,1.721
3703,1.725
3707,1.791
3711,1.745
3715,1.728
3719,1.752
3723,1.715
3727,1.674
3731,1.76
3735,1.769
3739,1.754
3743,1.717
3747,1.803
3751,1.763
3755,1.71
3759,1.764
3763,1.791
3767,1.692
3771,1.712
3775,1.802
3779,1.731
3783,1.729
3787,1.748
3792,1.754
3796,1.72
3800,1.737
3810,1.723
3814,1.799
3818,1.745
3822,1.722
3826,1.767
3830,1.749
3834,1.849
3838,1.728
3843,1.731
3847,1.788
3851,1.793
3855,1.755
3859,1.679
3863,1.732
3867,1.728
3871,1.811
3876,1.725
3880,1.724
3884,1.739
3888,1.783
