Time_ms,V1
449,1.729
706,1.716
912,1.751
917,1.737
921,1.763
925,1.708
929,1.754
933,1.721
937,1.747
941,1.766
945,1.741
949,1.731
953,1.725
957,1.72
961,1.754
965,1.712
969,1.757
973,1.736
977,1.736
981,1.738
985,1.768
989,1.709
993,1.774
997,1.742
1001,1.766
1005,1.768
1009,1.737
1013,1.752
1016,1.737
1020,1.731
1024,1.722
1028,1.757
1032,1.712
1040,1.789
1045,1.73
1050,1.761
1054,1.728
1057,1.753
1061,1.743
1065,1.766
1069,1.721
1073,1.763
1077,1.721
1081,1.76
1085,1.764
1089,1.725
1092,1.76
1096,1.714
1100,1.732
1103,1.759
1107,1.735
1111,1.753
1115,1.76
1118,1.726
1122,1.771
1126,1.716
1129,1.754
1133,1.707
1137,1.742
1141,1.73
1144,1.766
1148,1.723
1152,1.729
1156,1.757
1165,1.714
1170,1.766
1174,1.729
1178,1.738
1182,1.741
1186,1.739
1190,1.759
1194,1.727
1198,1.755
1202,1.712
1206,1.772
1210,1.762
1214,1.76
1218,1.737
1222,1.747
1226,1.719
1230,1.725
1234,1.748
1238,1.719
1242,1.745
1246,1.717
1250,1.737
1254,1.733
1258,1.745
1262,1.727
1266,1.773
1270,1.696
1275,1.783
1279,1.701
1283,1.766
1287,1.719
1296,1.718
1301,1.714
1305,1.788
1309,1.733
1313,1.75
1317,1.737
1321,1.778
1325,1.748
1329,1.736
1333,1.758
1337,1.725
1341,1.758
1345,1.72
1349,1.772
1353,1.704
1357,1.79
1361,1.73
1365,1.781
1369,1.724
1373,1.769
1377,1.729
1381,1.766
1385,1.729
1389,1.763
1393,1.782
1397,1.748
1401,1.729
1405,1.743
1409,1.729
1413,1.752
1417,1.731
1426,1.754
1431,1.787
1435,1.738
1439,1.737
1443,1.769
1447,1.728
1451,1.784
1455,1.729
1459,1.768
1463,1.726
1467,1.797
1471,1.755
1475,1.758
1480,1.756
1484,1.75
1488,1.777
1492,1.714
1496,1.768
1500,1.737
1504,1.761
1508,1.759
1512,1.746
1516,1.741
1520,1.733
1524,1.726
1528,1.741
1532,1.723
1536,1.754
1541,1.717
1545,1.757
1549,1.722
1558,1.737
1563,1.727
1567,1.77
1571,1.726
1575,1.721
1579,1.732
1583,1.757
1587,1.75
1591,1.722
1594,1.754
1598,1.741
1602,1.726
1606,1.723
1609,1.725
1614,1.761
1617,1.728
1621,1.75
1625,1.752
1629,1.736
1632,1.72
1636,1.713
1640,1.743
1644,1.74
1651,1.77
1655,1.739
1659,1.742
1662,1.721
1666,1.74
1670,1.724
1674,1.766
1680,1.708
1684,1.743
1688,1.756
1691,1.716
1695,1.745
1699,1.725
1703,1.751
1706,1.74
1710,1.729
1714,1.775
1718,1.721
1722,1.749
1726,1.714
1730,1.724
1734,1.714
1738,1.748
1742,1.729
1746,1.748
1750,1.736
1754,1.747
1758,1.704
1762,1.768
1766,1.737
1771,1.75
1775,1.742
1778,1.723
1783,1.755
1787,1.746
1791,1.75
1795,1.716
1799,1.759
1807,1.747
1812,1.751
1816,1.734
1820,1.744
1824,1.762
1828,1.723
1832,1.728
1836,1.741
1840,1.758
1844,1.739
1848,1.741
1852,1.741
1856,1.738
1860,1.782
1864,1.775
1868,1.738
1872,1.75
1877,1.736
1880,1.791
1885,1.722
1889,1.754
1893,1.717
1897,1.758
1901,1.729
1905,1.787
1909,1.707
1913,1.754
1917,1.725
1921,1.75
1925,1.707
1929,1.734
1939,1.739
1944,1.763
1948,1.727
1951,1.74
1955,1.729
1960,1.745
1964,1.743
1967,1.704
1972,1.795
1976,1.731
1980,1.741
1984,1.696
1988,1.73
1992,1.775
1996,1.719
1999,1.713
2004,1.761
2008,1.755
2012,1.747
2016,1.736
2020,1.746
2024,1.741
2028,1.73
2032,1.745
2036,1.741
2040,1.754
2044,1.733
2048,1.779
2052,1.742
2057,1.761
2061,1.72
2070,1.726
2075,1.764
2079,1.754
2083,1.74
2087,1.726
2091,1.743
2095,1.754
2099,1.716
2103,1.725
2107,1.727
2112,1.724
2116,1.738
2119,1.79
2124,1.719
2128,1.755
2132,1.723
2136,1.734
2140,1.751
2144,1.767
2148,1.748
2152,1.714
2156,1.738
2160,1.733
2164,1.761
2167,1.72
2172,1.747
2176,1.733
2179,1.773
2183,1.728
2187,1.769
2191,1.728
2201,1.78
2205,1.747
2209,1.73
2213,1.734
2217,1.737
2220,1.77
2225,1.715
2228,1.761
2232,1.716
2236,1.766
2240,1.726
2243,1.75
2247,1.737
2251,1.771
2254,1.735
2258,1.728
2262,1.748
2265,1.715
2269,1.785
2273,1.749
2277,1.762
2280,1.724
2284,1.743
2288,1.771
2292,1.712
2296,1.758
2300,1.707
2304,1.779
2308,1.751
2312,1.73
2316,1.741
2325,1.759
2329,1.733
2333,1.741
2338,1.724
2341,1.748
2345,1.741
2349,1.745
2353,1.711
2357,1.754
2361,1.737
2365,1.756
2369,1.737
2373,1.764
2377,1.737
2381,1.744
2385,1.733
2389,1.735
2393,1.725
2397,1.716
2401,1.756
2405,1.728
2409,1.75
2413,1.705
2417,1.778
2421,1.711
2425,1.757
2429,1.732
2433,1.765
2437,1.727
2441,1.757
2445,1.733
2454,1.725
2459,1.797
2463,1.736
2467,1.732
2471,1.714
2475,1.755
2479,1.698
2483,1.762
2487,1.71
2491,1.78
2495,1.749
2499,1.761
2503,1.742
2506,1.778
2510,1.741
2514,1.745
2518,1.742
2522,1.741
2526,1.758
2530,1.708
2534,1.745
2538,1.727
2542,1.763
2546,1.736
2550,1.724
2554,1.728
2558,1.75
2562,1.725
2566,1.72
2570,1.744
2574,1.743
2583,1.751
2588,1.73
2592,1.737
2596,1.719
2600,1.756
2604,1.772
2608,1.756
2612,1.726
2616,1.754
2620,1.787
2624,1.741
2628,1.756
2632,1.739
2636,1.745
2640,1.719
2644,1.743
2648,1.779
2652,1.72
2656,1.749
2659,1.735
2663,1.766
2668,1.739
2672,1.763
2675,1.719
2679,1.775
2683,1.725
2687,1.742
2691,1.733
2695,1.754
2699,1.729
2703,1.741
2713,1.708
2717,1.734
2721,1.752
