Time_ms,V1
449,1.738
706,1.745
912,1.746
917,1.724
921,1.731
925,1.768
929,1.799
933,1.728
937,1.699
941,1.746
945,1.729
949,1.722
953,1.767
957,1.754
961,1.731
965,1.71
969,1.771
973,1.76
977,1.72
981,1.739
985,1.758
989,1.769
993,1.712
997,1.779
1001,1.729
1005,1.763
1009,1.781
1013,1.733
1016,1.723
1020,1.792
1024,1.751
1028,1.725
1032,1.755
1040,1.783
1045,1.732
1050,1.725
1054,1.78
1057,1.747
1061,1.729
1065,1.781
1069,1.749
1073,1.734
1077,1.754
1081,1.745
1085,1.709
1089,1.759
1092,1.768
1096,1.737
1100,1.724
1103,1.757
1107,1.771
1111,1.735
1115,1.727
1118,1.773
1122,1.762
1126,1.705
1129,1.737
1133,1.732
1137,1.73
1141,1.787
1144,1.742
1148,1.722
1152,1.716
1156,1.721
1165,1.77
1170,1.74
1174,1.719
1178,1.759
1182,1.766
1186,1.697
1190,1.759
1194,1.753
1198,1.712
1202,1.764
1206,1.771
1210,1.737
1214,1.737
1218,1.753
1222,1.741
1226,1.716
1230,1.758
1234,1.739
1238,1.746
1242,1.782
1246,1.737
1250,1.731
1254,1.786
1258,1.727
1262,1.782
1266,1.714
1270,1.738
1275,1.754
1279,1.73
1283,1.744
1287,1.768
1296,1.716
1301,1.725
1305,1.745
1309,1.737
1313,1.741
1317,1.737
1321,1.712
1325,1.77
1329,1.733
1333,1.72
1337,1.771
1341,1.772
1345,1.744
1349,1.768
1353,1.726
1357,1.719
1361,1.766
1365,1.745
1369,1.729
1373,1.726
1377,1.793
1381,1.766
1385,1.74
1389,1.714
1393,1.744
1397,1.717
1401,1.744
1405,1.733
1409,1.732
1413,1.736
1417,1.758
1426,1.777
1431,1.755
1435,1.712
1439,1.739
1443,1.73
1447,1.791
1451,1.742
1455,1.722
1459,1.747
1463,1.756
1467,1.737
1471,1.697
1475,1.74
1480,1.775
1484,1.746
1488,1.733
1492,1.745
1496,1.741
1500,1.753
1504,1.725
1508,1.728
1512,1.741
1516,1.744
1520,1.74
1524,1.719
1528,1.762
1532,1.718
1536,1.723
1541,1.759
1545,1.718
1549,1.748
1558,1.754
1563,1.723
1567,1.741
1571,1.715
1575,1.737
1579,1.741
1583,1.706
1587,1.739
1591,1.751
1594,1.757
1598,1.734
1602,1.805
1606,1.756
1609,1.718
1614,1.725
1617,1.777
1621,1.742
1625,1.731
1629,1.759
1632,1.767
1636,1.727
1640,1.727
1644,1.773
1651,1.744
1655,1.737
1659,1.738
1662,1.719
1666,1.725
1670,1.76
1674,1.746
1680,1.729
1684,1.719
1688,1.759
1691,1.753
1695,1.706
1699,1.735
1703,1.773
1706,1.779
1710,1.721
1714,1.729
1718,1.762
1722,1.744
1726,1.714
1730,1.771
1734,1.745
1738,1.712
1742,1.77
1746,1.736
1750,1.703
1754,1.762
1758,1.732
1762,1.723
1766,1.721
1771,1.766
1775,1.746
1778,1.757
1783,1.749
1787,1.715
1791,1.759
1795,1.757
1799,1.729
1807,1.727
1812,1.724
1816,1.712
1820,1.754
1824,1.755
1828,1.712
1832,1.754
1836,1.762
1840,1.751
1844,1.743
1848,1.756
1852,1.713
1856,1.743
1860,1.725
1864,1.722
1868,1.719
1872,1.762
1877,1.722
1880,1.785
1885,1.737
1889,1.712
1893,1.803
1897,1.712
1901,1.753
1905,1.749
1909,1.718
1913,1.773
1917,1.734
1921,1.74
1925,1.712
1929,1.735
1939,1.775
1944,1.769
1948,1.731
1951,1.733
1955,1.728
1960,1.716
1964,1.766
1967,1.772
1972,1.751
1976,1.721
1980,1.764
1984,1.736
1988,1.72
1992,1.74
1996,1.752
1999,1.744
2004,1.731
2008,1.701
2012,1.726
2016,1.752
2020,1.759
2024,1.722
2028,1.741
2032,1.726
2036,1.77
2040,1.726
2044,1.721
2048,1.754
2052,1.763
2057,1.747
2061,1.718
2070,1.712
2075,1.76
2079,1.712
2083,1.774
2087,1.739
2091,1.748
2095,1.744
2099,1.723
2103,1.763
2107,1.717
2112,1.745
2116,1.755
2119,1.737
2124,1.735
2128,1.749
2132,1.729
2136,1.734
2140,1.746
2144,1.717
2148,1.768
2152,1.748
2156,1.717
2160,1.774
2164,1.735
2167,1.729
2172,1.727
2176,1.688
2179,1.755
2183,1.745
2187,1.731
2191,1.733
2201,1.746
2205,1.755
2209,1.759
2213,1.728
2217,1.746
2220,1.759
2225,1.754
2228,1.73
2232,1.729
2236,1.754
2240,1.762
2243,1.749
2247,1.687
2251,1.776
2254,1.766
2258,1.737
2262,1.719
2265,1.745
2269,1.738
2273,1.746
2277,1.718
2280,1.745
2284,1.764
2288,1.766
2292,1.708
2296,1.766
2300,1.747
2304,1.71
2308,1.749
2312,1.764
2316,1.746
2325,1.72
2329,1.724
2333,1.75
2338,1.76
2341,1.75
2345,1.704
2349,1.739
2353,1.737
2357,1.747
2361,1.727
2365,1.72
2369,1.725
2373,1.749
2377,1.716
2381,1.73
2385,1.734
2389,1.766
2393,1.727
2397,1.727
2401,1.74
2405,1.755
2409,1.737
2413,1.728
2417,1.766
2421,1.751
2425,1.739
2429,1.761
2433,1.766
2437,1.725
2441,1.734
2445,1.784
2454,1.777
2459,1.725
2463,1.752
2467,1.762
2471,1.744
2475,1.722
2479,1.745
2483,1.791
2487,1.759
2491,1.716
2495,1.718
2499,1.732
2503,1.776
2506,1.738
2510,1.721
2514,1.728
2518,1.741
2522,1.767
2526,1.725
2530,1.725
2534,1.75
2538,1.758
2542,1.723
2546,1.724
2550,1.725
2554,1.772
2558,1.741
2562,1.721
2566,1.755
2570,1.726
2574,1.749
2583,1.758
2588,1.745
2592,1.728
2596,1.737
2600,1.761
