Time_ms,V1
449,1.755
706,1.758
912,1.75
917,1.761
921,1.775
925,1.769
929,1.751
933,1.749
937,1.734
941,1.745
945,1.743
949,1.753
953,1.738
957,1.739
961,1.753
965,1.725
969,1.733
973,1.729
977,1.745
981,1.733
985,1.733
989,1.729
993,1.733
997,1.747
1001,1.724
1005,1.746
1009,1.751
1013,1.741
1016,1.738
1020,1.736
1024,1.751
1028,1.758
1032,1.763
1040,1.757
1045,1.769
1050,1.762
1054,1.768
1057,1.742
1061,1.758
1065,1.731
1069,1.756
1073,1.748
1077,1.758
1081,1.749
1085,1.754
1089,1.757
1092,1.751
1096,1.753
1100,1.745
1103,1.744
1107,1.745
1111,1.747
1115,1.729
1118,1.748
1122,1.733
1126,1.731
1129,1.729
1133,1.721
1137,1.738
1141,1.732
1144,1.736
1148,1.741
1152,1.742
1156,1.743
1165,1.733
1170,1.737
1174,1.748
1178,1.75
1182,1.741
1186,1.733
1190,1.725
1194,1.718
1198,1.731
1202,1.733
1206,1.737
1210,1.735
1214,1.736
1218,1.734
1222,1.732
1226,1.733
1230,1.724
1234,1.725
1238,1.724
1242,1.725
1246,1.73
1250,1.722
1254,1.731
1258,1.735
1262,1.737
1266,1.733
1270,1.737
1275,1.735
1279,1.746
1283,1.738
1287,1.735
1296,1.731
1301,1.737
1305,1.75
1309,1.75
1313,1.758
1317,1.756
1321,1.765
1325,1.772
1329,1.753
1333,1.749
1337,1.758
1341,1.755
1345,1.755
1349,1.764
1353,1.756
1357,1.755
1361,1.778
1365,1.746
1369,1.751
1373,1.749
1377,1.747
1381,1.741
1385,1.741
1389,1.748
1393,1.749
1397,1.746
1401,1.735
1405,1.734
1409,1.722
1413,1.732
1417,1.726
1426,1.743
1431,1.733
1435,1.729
1439,1.726
1443,1.719
1447,1.729
1451,1.726
1455,1.73
1459,1.721
1463,1.725
1467,1.726
1471,1.723
1475,1.731
1480,1.733
1484,1.734
1488,1.726
1492,1.723
1496,1.716
1500,1.728
1504,1.741
1508,1.731
1512,1.727
1516,1.745
1520,1.738
1524,1.734
1528,1.74
1532,1.747
1536,1.746
1541,1.745
1545,1.751
1549,1.761
1558,1.745
1563,1.746
1567,1.753
1571,1.738
1575,1.729
1579,1.741
1583,1.745
1587,1.733
1591,1.725
1594,1.745
1598,1.739
1602,1.729
1606,1.726
1609,1.73
1614,1.725
1617,1.729
1621,1.747
1625,1.746
1629,1.733
1632,1.741
1636,1.742
1640,1.729
1644,1.758
1651,1.756
1655,1.766
1659,1.759
1662,1.762
1666,1.762
1670,1.754
1674,1.761
1680,1.764
1684,1.758
1688,1.75
1691,1.75
1695,1.742
1699,1.739
1703,1.753
1706,1.74
1710,1.741
1714,1.754
1718,1.747
1722,1.751
1726,1.743
1730,1.731
1734,1.733
1738,1.733
1742,1.75
1746,1.747
1750,1.737
1754,1.739
1758,1.736
1762,1.751
1766,1.73
1771,1.72
1775,1.722
1778,1.727
1783,1.735
1787,1.74
1791,1.745
1795,1.731
1799,1.732
1807,1.737
1812,1.745
1816,1.737
1820,1.734
1824,1.736
1828,1.74
1832,1.738
1836,1.738
1840,1.73
1844,1.733
1848,1.734
1852,1.734
1856,1.731
1860,1.741
1864,1.737
1868,1.754
1872,1.758
1877,1.745
1880,1.748
1885,1.746
1889,1.751
1893,1.742
1897,1.752
1901,1.762
1905,1.753
1909,1.745
1913,1.754
1917,1.751
1921,1.758
1925,1.749
1929,1.75
1939,1.749
1944,1.747
1948,1.759
1951,1.76
1955,1.758
1960,1.745
1964,1.764
1967,1.755
1972,1.756
1976,1.739
1980,1.754
1984,1.753
1988,1.755
1992,1.753
1996,1.746
1999,1.755
2004,1.747
2008,1.762
2012,1.758
2016,1.769
2020,1.763
2024,1.739
2028,1.765
2032,1.754
2036,1.746
2040,1.759
2044,1.753
2048,1.76
2052,1.749
2057,1.75
2061,1.75
2070,1.75
2075,1.768
2079,1.736
2083,1.759
2087,1.748
2091,1.749
2095,1.75
2099,1.752
2103,1.761
2107,1.764
2112,1.763
2116,1.744
2119,1.742
2124,1.745
2128,1.746
2132,1.741
2136,1.737
2140,1.754
2144,1.738
2148,1.736
2152,1.741
2156,1.729
2160,1.749
2164,1.741
2167,1.762
2172,1.753
2176,1.752
2179,1.752
2183,1.757
2187,1.763
2191,1.745
2201,1.742
2205,1.756
2209,1.757
2213,1.76
2217,1.767
2220,1.773
2225,1.762
2228,1.749
2232,1.742
2236,1.75
2240,1.745
2243,1.77
2247,1.754
2251,1.761
2254,1.751
2258,1.765
2262,1.75
2265,1.754
2269,1.748
2273,1.755
2277,1.753
2280,1.742
2284,1.752
2288,1.757
2292,1.759
2296,1.754
2300,1.739
2304,1.754
2308,1.759
2312,1.75
2316,1.747
2325,1.745
2329,1.738
2333,1.747
2338,1.746
2341,1.734
2345,1.737
2349,1.734
2353,1.738
2357,1.742
2361,1.741
2365,1.754
2369,1.746
2373,1.736
2377,1.725
2381,1.737
2385,1.726
2389,1.732
2393,1.726
2397,1.727
2401,1.717
2405,1.725
2409,1.762
2413,1.729
2417,1.725
2421,1.726
2425,1.741
2429,1.728
2433,1.736
2437,1.733
2441,1.747
2445,1.745
2454,1.736
2459,1.739
2463,1.733
2467,1.728
2471,1.728
2475,1.731
2479,1.737
2483,1.729
2487,1.734
2491,1.729
2495,1.728
2499,1.726
2503,1.72
2506,1.726
2510,1.733
2514,1.726
2518,1.73
2522,1.729
2526,1.745
2530,1.741
2534,1.733
2538,1.755
2542,1.728
2546,1.725
2550,1.735
2554,1.733
2558,1.731
2562,1.726
2566,1.724
2570,1.733
2574,1.733
2583,1.731
2588,1.748
2592,1.73
2596,1.739
2600,1.725
