Time_ms,V1
449,1.744
706,1.795
912,1.734
917,1.699
921,1.746
925,1.745
929,1.872
933,1.642
937,1.721
941,1.732
945,1.836
949,1.622
953,1.779
957,1.808
961,1.754
965,1.75
969,1.775
973,1.853
977,1.82
981,1.696
985,1.766
989,1.835
993,1.706
997,1.768
1001,1.756
1005,1.743
1009,1.78
1013,1.633
1016,1.642
1020,1.767
1024,1.83
1028,1.797
1032,1.62
1040,1.695
1045,1.763
1050,1.709
1054,1.763
1057,1.753
1061,1.772
1065,1.629
1069,1.613
1073,1.746
1077,1.781
1081,1.765
1085,1.745
1089,1.749
1092,1.671
1096,1.783
1100,1.752
1103,1.71
1107,1.758
1111,1.733
1115,1.741
1118,1.82
1122,1.766
1126,1.714
1129,1.707
1133,1.691
1137,1.812
1141,1.735
1144,1.795
1148,1.745
1152,1.729
1156,1.741
1165,1.855
1170,1.749
1174,1.777
1178,1.796
1182,1.726
1186,1.67
1190,1.736
1194,1.77
1198,1.747
1202,1.707
1206,1.724
1210,1.762
1214,1.716
1218,1.75
1222,1.73
1226,1.689
1230,1.777
1234,1.794
1238,1.756
1242,1.851
1246,1.763
1250,1.746
1254,1.63
1258,1.754
1262,1.698
1266,1.741
1270,1.77
1275,1.8
1279,1.717
1283,1.821
1287,1.761
1296,1.75
1301,1.715
1305,1.757
1309,1.815
1313,1.745
1317,1.773
1321,1.687
1325,1.786
1329,1.7
1333,1.748
1337,1.735
1341,1.824
1345,1.75
1349,1.718
1353,1.82
1357,1.764
1361,1.782
1365,1.794
1369,1.694
1373,1.809
1377,1.76
1381,1.799
1385,1.841
1389,1.789
1393,1.675
1397,1.808
1401,1.74
1405,1.793
1409,1.73
1413,1.759
1417,1.848
1426,1.75
1431,1.721
1435,1.825
1439,1.737
1443,1.742
1447,1.734
1451,1.725
1455,1.707
1459,1.703
1463,1.674
1467,1.78
1471,1.771
1475,1.713
1480,1.781
1484,1.766
1488,1.729
1492,1.675
1496,1.795
1500,1.699
1504,1.72
1508,1.743
1512,1.702
1516,1.862
1520,1.729
1524,1.734
1528,1.78
1532,1.742
1536,1.701
1541,1.725
1545,1.78
1549,1.741
1558,1.776
1563,1.712
1567,1.779
1571,1.688
1575,1.75
1579,1.837
1583,1.752
1587,1.734
1591,1.688
1594,1.756
1598,1.737
1602,1.777
1606,1.729
1609,1.727
1614,1.782
1617,1.824
1621,1.719
1625,1.77
1629,1.678
1632,1.762
1636,1.715
1640,1.826
1644,1.687
1651,1.766
1655,1.779
1659,1.722
1662,1.727
1666,1.781
1670,1.705
1674,1.758
1680,1.679
1684,1.683
1688,1.678
1691,1.736
1695,1.762
1699,1.749
1703,1.752
1706,1.828
1710,1.77
1714,1.788
1718,1.791
1722,1.662
1726,1.688
1730,1.744
1734,1.722
1738,1.751
1742,1.732
1746,1.755
1750,1.698
1754,1.716
1758,1.725
1762,1.741
1766,1.696
1771,1.72
1775,1.706
1778,1.728
1783,1.809
1787,1.746
1791,1.654
1795,1.729
