Time_ms,V1
449,1.729
706,1.718
912,1.775
917,1.75
921,1.794
925,1.759
929,1.727
933,1.688
937,1.762
941,1.734
945,1.683
949,1.791
953,1.739
957,1.745
961,1.772
965,1.738
969,1.721
973,1.758
977,1.756
981,1.765
985,1.752
989,1.703
993,1.818
997,1.749
1001,1.744
1005,1.75
1009,1.745
1013,1.737
1016,1.754
1020,1.712
1024,1.716
1028,1.757
1032,1.726
1040,1.769
1045,1.754
1050,1.696
1054,1.756
1057,1.706
1061,1.746
1065,1.758
1069,1.759
1073,1.812
1077,1.733
1081,1.749
1085,1.745
1089,1.698
1092,1.777
1096,1.769
1100,1.73
1103,1.78
1107,1.741
1111,1.741
1115,1.758
1118,1.695
1122,1.773
1126,1.773
1129,1.75
1133,1.753
1137,1.758
1141,1.687
1144,1.758
1148,1.745
1152,1.736
1156,1.778
1165,1.736
1170,1.69
1174,1.79
1178,1.744
1182,1.763
1186,1.763
1190,1.725
1194,1.753
1198,1.758
1202,1.748
1206,1.775
1210,1.738
1214,1.745
1218,1.754
1222,1.77
1226,1.718
1230,1.787
1234,1.754
1238,1.743
1242,1.746
1246,1.745
1250,1.73
1254,1.737
1258,1.772
1262,1.699
1266,1.756
1270,1.738
1275,1.774
1279,1.685
1283,1.775
1287,1.712
1296,1.792
1301,1.704
1305,1.793
1309,1.727
1313,1.75
1317,1.747
1321,1.77
1325,1.725
1329,1.795
1333,1.727
1337,1.787
1341,1.7
1345,1.724
1349,1.752
1353,1.737
1357,1.741
1361,1.714
1365,1.765
1369,1.774
1373,1.693
1377,1.776
1381,1.717
1385,1.733
1389,1.718
1393,1.721
1397,1.762
1401,1.747
1405,1.73
1409,1.762
1413,1.723
1417,1.745
1426,1.721
1431,1.681
1435,1.788
1439,1.749
1443,1.708
1447,1.741
1451,1.706
1455,1.749
1459,1.789
1463,1.7
1467,1.757
1471,1.758
1475,1.701
1480,1.762
1484,1.787
1488,1.745
1492,1.691
1496,1.756
1500,1.77
1504,1.713
1508,1.77
1512,1.781
1516,1.724
1520,1.701
1524,1.804
1528,1.721
1532,1.746
1536,1.792
1541,1.737
1545,1.753
1549,1.76
1558,1.762
1563,1.719
1567,1.71
1571,1.73
1575,1.762
1579,1.756
1583,1.782
1587,1.709
1591,1.696
1594,1.762
1598,1.753
1602,1.737
1606,1.728
1609,1.726
1614,1.792
1617,1.708
1621,1.694
1625,1.747
1629,1.771
1632,1.712
1636,1.721
1640,1.748
1644,1.745
1651,1.746
1655,1.754
1659,1.719
1662,1.783
1666,1.736
1670,1.689
1674,1.757
1680,1.723
1684,1.708
1688,1.733
1691,1.791
1695,1.716
1699,1.732
1703,1.769
1706,1.741
1710,1.739
1714,1.786
1718,1.754
1722,1.726
1726,1.789
1730,1.749
1734,1.728
1738,1.713
1742,1.754
1746,1.704
1750,1.677
1754,1.747
1758,1.729
1762,1.741
1766,1.743
1771,1.75
1775,1.733
1778,1.699
1783,1.692
1787,1.729
1791,1.75
1795,1.745
1799,1.739
1807,1.758
1812,1.749
1816,1.732
1820,1.725
1824,1.747
1828,1.775
1832,1.75
1836,1.737
1840,1.768
1844,1.727
1848,1.708
1852,1.742
1856,1.766
1860,1.687
1864,1.752
1868,1.763
1872,1.721
1877,1.762
1880,1.699
1885,1.745
1889,1.718
1893,1.731
1897,1.785
1901,1.721
1905,1.797
1909,1.757
1913,1.699
1917,1.742
1921,1.733
1925,1.764
1929,1.74
1939,1.762
1944,1.733
1948,1.764
1951,1.676
1955,1.766
1960,1.705
1964,1.766
1967,1.7
1972,1.756
1976,1.714
1980,1.751
1984,1.712
1988,1.746
1992,1.755
1996,1.725
1999,1.729
2004,1.755
2008,1.766
2012,1.745
2016,1.736
2020,1.717
2024,1.729
2028,1.695
2032,1.776
2036,1.784
2040,1.737
2044,1.688
2048,1.731
2052,1.735
2057,1.743
2061,1.74
2070,1.737
2075,1.694
2079,1.732
2083,1.741
2087,1.745
2091,1.747
2095,1.706
2099,1.73
2103,1.737
2107,1.74
2112,1.767
2116,1.788
2119,1.784
2124,1.769
2128,1.744
2132,1.683
2136,1.737
2140,1.754
2144,1.795
2148,1.76
2152,1.712
2156,1.711
2160,1.765
2164,1.732
2167,1.708
2172,1.762
2176,1.724
2179,1.742
2183,1.775
2187,1.77
2191,1.725
2201,1.776
2205,1.754
2209,1.686
2213,1.775
2217,1.707
2220,1.723
2225,1.773
2228,1.701
2232,1.758
2236,1.733
2240,1.775
2243,1.692
2247,1.766
2251,1.753
2254,1.72
2258,1.734
2262,1.741
2265,1.722
2269,1.752
2273,1.763
2277,1.76
2280,1.759
2284,1.781
2288,1.765
2292,1.726
2296,1.753
2300,1.753
2304,1.732
2308,1.741
2312,1.723
2316,1.764
2325,1.689
2329,1.72
2333,1.753
2338,1.723
2341,1.719
2345,1.775
2349,1.71
2353,1.716
2357,1.733
2361,1.766
2365,1.794
2369,1.745
2373,1.752
2377,1.751
2381,1.758
2385,1.773
2389,1.775
2393,1.751
2397,1.723
2401,1.713
2405,1.75
2409,1.728
2413,1.731
2417,1.741
2421,1.779
2425,1.734
2429,1.743
2433,1.773
2437,1.741
2441,1.74
2445,1.765
2454,1.734
2459,1.725
2463,1.757
2467,1.726
2471,1.709
2475,1.764
2479,1.7
2483,1.729
2487,1.779
2491,1.762
2495,1.732
2499,1.808
2503,1.699
2506,1.761
2510,1.712
2514,1.778
2518,1.717
2522,1.762
2526,1.692
2530,1.774
2534,1.747
2538,1.766
2542,1.764
2546,1.725
2550,1.755
2554,1.731
2558,1.771
2562,1.787
2566,1.737
2570,1.716
2574,1.729
2583,1.721
2588,1.723
2592,1.768
2596,1.791
2600,1.762
2604,1.732
2608,1.74
2612,1.749
2616,1.733
2620,1.74
2624,1.776
2628,1.775
2632,1.794
2636,1.751
2640,1.76
2644,1.726
2648,1.754
2652,1.756
2656,1.711
2659,1.759
2663,1.745
2668,1.744
2672,1.78
2675,1.75
2679,1.732
2683,1.723
2687,1.721
2691,1.731
2695,1.729
2699,1.783
2703,1.703
2713,1.736
2717,1.782
2721,1.76
2724,1.743
2728,1.725
2732,1.74
2736,1.744
2739,1.762
2743,1.771
2747,1.687
2750,1.783
2754,1.696
2758,1.712
2761,1.741
2765,1.729
2769,1.796
2773,1.752
2776,1.706
2780,1.806
2784,1.71
2788,1.736
2792,1.759
2795,1.679
2799,1.788
2803,1.716
2807,1.721
2810,1.74
2814,1.723
2818,1.791
2822,1.725
2825,1.714
2834,1.754
2839,1.714
2842,1.737
2846,1.775
2850,1.712
2854,1.794
2858,1.704
2862,1.739
2866,1.763
2870,1.733
2874,1.732
2878,1.749
2882,1.725
2886,1.763
2890,1.747
2894,1.707
2898,1.804
2902,1.76
2906,1.741
2910,1.733
2914,1.752
2918,1.726
2922,1.779
2926,1.721
2930,1.716
2934,1.762
2939,1.747
2943,1.732
2947,1.76
2950,1.804
2955,1.733
2964,1.71
2969,1.715
2973,1.72
2977,1.72
2981,1.753
2985,1.758
2989,1.683
2993,1.785
2997,1.744
3001,1.721
3005,1.781
3009,1.685
3013,1.758
3017,1.761
3021,1.745
3025,1.773
3029,1.708
3033,1.787
3037,1.748
3041,1.733
3045,1.766
3049,1.742
3053,1.7
3057,1.731
3062,1.696
3065,1.762
3069,1.709
3074,1.741
3078,1.786
3082,1.713
3085,1.764
3095,1.745
3100,1.766
3104,1.778
3108,1.712
3112,1.745
3116,1.748
3120,1.705
3124,1.75
3128,1.715
3132,1.781
3136,1.74
3140,1.751
3144,1.758
3148,1.725
3152,1.762
3156,1.76
3160,1.77
3164,1.739
3168,1.744
3172,1.761
3176,1.729
3180,1.737
3184,1.728
3188,1.783
3192,1.75
3197,1.733
3201,1.741
3205,1.729
3209,1.745
3213,1.71
3217,1.735
3227,1.736
3232,1.692
3236,1.745
3240,1.729
3244,1.713
3248,1.77
3252,1.748
3256,1.753
3260,1.758
3265,1.762
3269,1.723
3273,1.774
3277,1.708
3281,1.755
3285,1.77
3289,1.679
3293,1.754
3297,1.726
3301,1.741
3305,1.719
3309,1.716
3313,1.762
3317,1.775
3321,1.704
3325,1.75
3329,1.776
3333,1.686
3337,1.77
3341,1.753
3345,1.698
3349,1.762
3370,1.726
3418,1.758
3422,1.699
3426,1.693
3429,1.773
3433,1.759
3437,1.726
3441,1.784
3445,1.72
3449,1.73
3453,1.762
3456,1.699
3460,1.764
3464,1.738
3468,1.738
3472,1.719
3476,1.724
3480,1.743
3484,1.74
3488,1.721
3492,1.778
3496,1.779
3500,1.745
3504,1.743
3509,1.775
3513,1.729
3517,1.718
3521,1.713
3525,1.683
3529,1.72
3533,1.773
3537,1.725
3548,1.743
3552,1.768
3556,1.733
3560,1.734
3564,1.749
3568,1.738
3572,1.706
3577,1.754
3581,1.725
3585,1.708
3589,1.741
3593,1.757
3597,1.701
3601,1.743
3605,1.768
3609,1.733
3613,1.757
3617,1.798
3621,1.705
3625,1.741
3629,1.743
3633,1.697
3637,1.757
3641,1.718
3645,1.79
3649,1.765
3653,1.762
3657,1.747
3661,1.741
3665,1.685
3669,1.778
3679,1.714
3683,1.745
3687,1.787
3691,1.732
3695,1.735
3699,1.769
3703,1.769
3707,1.699
3711,1.741
3715,1.762
3719,1.687
3723,1.77
3727,1.741
3731,1.712
3735,1.779
3739,1.709
3743,1.742
3747,1.767
3751,1.716
3755,1.776
3759,1.749
3763,1.729
3767,1.757
3771,1.771
3775,1.695
3779,1.768
3783,1.698
3787,1.725
3792,1.758
3796,1.754
3800,1.745
3810,1.693
3814,1.77
3818,1.762
3822,1.747
3826,1.725
3830,1.745
3834,1.729
3838,1.743
3843,1.758
3847,1.737
3851,1.704
3855,1.752
3859,1.766
3863,1.704
3867,1.745
3871,1.758
3876,1.738
3880,1.737
3884,1.79
3888,1.767
3892,1.704
3896,1.755
3900,1.778
3904,1.741
3909,1.758
3912,1.74
3916,1.726
3920,1.741
3924,1.683
3928,1.765
3932,1.729
3941,1.747
3946,1.696
3949,1.78
3953,1.772
3957,1.723
3961,1.752
3965,1.746
3969,1.724
3972,1.739
3976,1.788
3980,1.719
3984,1.691
3988,1.746
3992,1.764
3996,1.717
4000,1.777
4004,1.821
4008,1.728
4012,1.72
4015,1.781
4019,1.721
4023,1.718
4027,1.759
4031,1.761
4035,1.742
4039,1.703
4043,1.756
4046,1.758
4051,1.758
4055,1.761
4059,1.741
4065,1.757
4070,1.775
4074,1.716
4078,1.758
4082,1.763
4087,1.761
4091,1.773
4095,1.795
4099,1.705
4103,1.723
4108,1.766
4112,1.758
4116,1.721
4120,1.782
4124,1.701
4128,1.722
4132,1.737
4136,1.77
4141,1.75
4145,1.701
4149,1.794
4153,1.75
4157,1.738
4161,1.745
4165,1.76
4169,1.78
4174,1.723
4178,1.758
4182,1.77
4186,1.745
4190,1.796
4199,1.735
4203,1.75
4207,1.782
4211,1.718
4215,1.729
4219,1.76
4223,1.708
4227,1.779
4231,1.704
4235,1.731
4239,1.76
4243,1.692
4247,1.755
4251,1.762
4255,1.728
4259,1.738
4263,1.756
4267,1.745
4271,1.751
4275,1.691
4278,1.795
4282,1.73
4286,1.742
4290,1.747
4294,1.71
4298,1.783
4302,1.746
4306,1.764
4310,1.737
4314,1.757
4318,1.737
